Seq543 10.00
Seq538 10.00
Seq537 10.00
Seq536 10.00
Seq535 10.00
Seq534 10.00
Seq384 10.00
Seq1714 10.00
Seq1713 10.00
Seq1712 10.00
Seq1710 10.00
Seq1709 10.00
Seq1708 10.00
Seq1706 10.00
Seq1704 10.00
Seq1703 10.00
Seq1702 10.00
Seq1469 10.00
Seq1468 10.00
Seq1466 10.00
Seq1465 10.00
Seq1464 10.00
Seq1460 10.00
Seq1459 10.00
Seq1458 10.00
Seq1457 10.00
Seq1449 10.00
Seq1383 10.00
Seq1274 10.00
Seq1025 10.00
Seq1021 10.00
Seq1020 10.00
Seq791 8.00
Seq691 8.00
Seq551 8.00
Seq550 8.00
Seq540 8.00
Seq462 8.00
Seq379 8.00
Seq367 8.00
Seq358 8.00
Seq356 8.00
Seq1701 8.00
Seq1700 8.00
Seq1467 8.00
Seq1314 8.00
Seq1313 8.00
Seq1269 8.00
Seq1023 8.00
Seq1019 8.00
Seq1018 8.00
Seq981 6.00
Seq925 6.00
Seq830 6.00
Seq829 6.00
Seq825 6.00
Seq697 6.00
Seq639 6.00
Seq635 6.00
Seq631 6.00
Seq548 6.00
Seq547 6.00
Seq544 6.00
Seq542 6.00
Seq541 6.00
Seq380 6.00
Seq366 6.00
Seq365 6.00
Seq364 6.00
Seq1694 6.00
Seq1629 6.00
Seq1590 6.00
Seq1327 6.00
Seq1272 6.00
Seq1258 6.00
Seq1213 6.00
Seq835 4.00
Seq828 4.00
Seq826 4.00
Seq824 4.00
Seq822 4.00
Seq820 4.00
Seq752 4.00
Seq693 4.00
Seq636 4.00
Seq592 4.00
Seq549 4.00
Seq546 4.00
Seq539 4.00
Seq409 4.00
Seq378 4.00
Seq359 4.00
Seq333 4.00
Seq275 4.00
Seq273 4.00
Seq1695 4.00
Seq1630 4.00
Seq1589 4.00
Seq1545 4.00
Seq1450 4.00
Seq1328 4.00
Seq1325 4.00
Seq1315 4.00
Seq1273 4.00
Seq1048 4.00
Seq1041 4.00
Seq1032 4.00
Seq1031 4.00
Seq990 2.00
Seq984 2.00
Seq983 2.00
Seq982 2.00
Seq959 2.00
Seq957 2.00
Seq954 2.00
Seq836 2.00
Seq827 2.00
Seq823 2.00
Seq819 2.00
Seq634 2.00
Seq630 2.00
Seq629 2.00
Seq625 2.00
Seq427 2.00
Seq363 2.00
Seq362 2.00
Seq361 2.00
Seq360 2.00
Seq355 2.00
Seq354 2.00
Seq1673 2.00
Seq1672 2.00
Seq1631 2.00
Seq1624 2.00
Seq1618 2.00
Seq1584 2.00
Seq1547 2.00
Seq1546 2.00
Seq1544 2.00
Seq1540 2.00
Seq1373 2.00
Seq1368 2.00
Seq1326 2.00
Seq1317 2.00
Seq1316 2.00
Seq1311 2.00
Seq1310 2.00
Seq1271 2.00
Seq1270 2.00
Seq1266 2.00
Seq1263 2.00
Seq1042 2.00
Seq992 0.00
Seq991 0.00
Seq989 0.00
Seq988 0.00
Seq987 0.00
Seq986 0.00
Seq985 0.00
Seq966 0.00
Seq964 0.00
Seq963 0.00
Seq962 0.00
Seq961 0.00
Seq821 0.00
Seq751 0.00
Seq726 0.00
Seq633 0.00
Seq545 0.00
Seq496 0.00
Seq495 0.00
Seq456 0.00
Seq1621 0.00
Seq1591 0.00
Seq1543 0.00
Seq1542 0.00
Seq1541 0.00
Seq1539 0.00
Seq1538 0.00
Seq1312 0.00
Seq1265 0.00
